アーチェリー,あーちぇりー
残害,ざんがい
参画,さんかく
山岳,さんがく
残額,ざんがく
三角形,さんかっけい
三箇日,さんがにち
参観,さんかん
慙愧,ざんき
参議院,さんぎいん
産業,さんぎょう
残金,ざんきん
サングラス,さんぐらす
懺悔,ざんげ
惨劇,さんげき
酸欠,さんけつ
散見,さんけん
讒言,ざんげん
産後,さんご
山菜,さんさい
散在,さんざい
散策,さんさく
サンサルバドル,さんさるばどる
残滓,ざんし
算術,さんじゅつ
三振,さんしん
散水,さんすい
算数,さんすう
三竦み,さんすくみ
参政,さんせい
山積,さんせき
残雪,ざんせつ
参戦,さんせん
酸素,さんそ
山賊,さんぞく
山村,さんそん
残存,ざんそん
参内,さんだい
残高,ざんだか
サンダル,さんだる
算段,さんだん
山地,さんち
算定,さんてい
暫定,ざんてい
サンティアゴ,さんてぃあご
残土,ざんど
サンドイッチ,さんどいっち
サントドミンゴ,さんとどみんご
三男,さんなん
サンパウロ,さんぱうろ
ザンビア,ざんびあ
サンフアン,さんふあん
サンプル,さんぷる
散歩,さんぽ
サンホセ,さんほせ
さんま,さんま
サンマリノ,さんまりの
山野,さんや
三役,さんやく
参与,さんよ
散乱,さんらん
山林,さんりん
三輪車,さんりんしゃ
残塁,ざんるい
参列,さんれつ
山麓,さんろく
試合,しあい
指圧,しあつ
幸せ,しあわせ
思案,しあん
四囲,しい
詩歌,しいか
市域,しいき
飼育,しいく
椎茸,しいたけ
試飲,しいん
寺院,じいん
ジーンズ,じーんず
仕打ち,しうち
紫雲,しうん
試運転,しうんてん
市営,しえい
使役,しえき
ジェラート,じぇらーと
シエラレオネ,しえられおね
支援,しえん
塩,しお
潮風,しおかぜ
仕送り,しおくり
塩気,しおけ
潮騒,しおさい
潮時,しおどき
潮干,しおひ
潮目,しおめ
枝折り戸,しおりど
紫苑,しおん
史家,しか
滋賀,しが
司会,しかい
市街,しがい
紫外線,しがいせん
仕返し,しかえし
刺客,しかく
史学,しがく
四角形,しかくけい
シカゴ,しかご
仕方,しかた
屍,しかばね
弛緩,しかん
志願,しがん
時間,じかん
指揮,しき
市議,しぎ
敷居,しきい
敷石,しきいし
色感,しきかん
敷金,しききん
識見,しきけん
色彩,しきさい
色紙,しきし
色素,しきそ
しきたり,しきたり
敷地,しきち
式典,しきてん
敷布,しきふ
式服,しきふく
識別,しきべつ
敷物,しきもの
至近,しきん
詩吟,しぎん
試金石,しきんせき
市区,しく
仕草,しぐさ
試掘,しくつ
時雨,しぐれ
市警,しけい
刺激,しげき
止血,しけつ
茂み,しげみ
試験,しけん
資源,しげん
次元,じげん
子午線,しごせん
仕事,しごと
仕事場,しごとば
しこり,しこり
紫紺,しこん
示唆,しさ
視座,しざ
司祭,しさい
私財,しざい
思索,しさく
視察,しさつ
四散,しさん
志士,しし
紙質,ししつ
獅子舞,ししまい
磁石,じしゃく
辞書,じしょ
指針,ししん
地震,じしん
静岡,しずおか
静か,しずか
静けさ,しずけさ
システム,しすてむ
施政,しせい
史跡,しせき
施設,しせつ
支線,しせん
自然,しぜん
始祖,しそ
思想,しそう
四則,しそく
士族,しぞく
子孫,しそん
下,した
羊歯,しだ
下顎,したあご
シタール,したーる
肢体,したい
次第,しだい
時代,じだい
下請け,したうけ
舌打ち,したうち
下絵,したえ
下書き,したがき
下着,したぎ
支度,したく
下草,したくさ
下支え,したざさえ
仕出し,しだし
示達,したつ
下値,したね
下履き,したばき
下火,したび
下町,したまち
下見,したみ
下読み,したよみ
指弾,しだん
質,しち
七面鳥,しちめんちょう
質屋,しちや
七輪,しちりん
室,しつ
失意,しつい
室温,しつおん
質感,しつかん
質疑,しつぎ
失業,しつぎょう
失言,しつげん
湿田,しつでん
嫉妬,しっと
湿度,しつど
失敗,しっぱい
しっぽ,しっぽ
執務,しつむ
失明,しつめい
質問,しつもん
質量,しつりょう
失礼,しつれい
失恋,しつれん
仕手,して
指定,してい
指摘,してき
私鉄,してつ
支店,してん
市電,しでん
事典,じてん
自転車,じてんしゃ
使徒,しと
指導,しどう
児童館,じどうかん
自動車,じどうしゃ
シドニー,しどにー
品,しな
竹刀,しない
品柄,しながら
品川,しながわ
品切れ,しなぎれ
品揃え,しなぞろえ
品物,しなもの
指南,しなん
老舗,しにせ
篠,しの
鎬,しのぎ
篠笛,しのぶえ
芝,しば
支配,しはい
芝居,しばい
支配人,しはいにん
柴犬,しばいぬ
芝刈り,しばかり
柴田,しばた
始発,しはつ
芝生,しばふ
芝山,しばやま
支払,しはらい
市販,しはん
四半期,しはんき
私費,しひ
市部,しぶ
私服,しふく
私物,しぶつ
渋谷,しぶや
紙幣,しへい
紙片,しへん
資本,しほん
資本主義,しほんしゅぎ
島,しま
姉妹,しまい
縞馬,しまうま
島影,しまかげ
字幕,じまく
島国,しまぐに
始末,しまつ
島根,しまね
締まり屋,しまりや
衣魚,しみ
清水,しみず
市民,しみん
事務所,じむしょ
指名,しめい
締切,しめきり
〆さば,しめさば
示偏,しめすへん
しめ縄,しめなわ
湿り気,しめりけ
紙面,しめん
霜,しも
下期,しもき
霜月,しもつき
下手,しもて
霜解け,しもどけ
下の句,しものく
下半期,しもはんき
霜焼け,しもやけ
霜除け,しもよけ
諮問,しもん
視野,しや
ジャーナリスト,じゃーなりすと
ジャーナリズム,じゃーなりずむ
社会,しゃかい
社会主義,しゃかいしゅぎ
ジャガイモ,じゃがいも
ジャカルタ,じゃかるた
試薬,しやく
市役所,しやくしょ
尺八,しゃくはち
ジャケット,じゃけっと
写真,しゃしん
社宅,しゃたく
社長,しゃちょう
シャツ,しゃつ
借金,しゃっきん
シャトル,しゃとる
シャボン玉,しゃぼんだま
ジャマイカ,じゃまいか
三味線,しゃみせん
ジャム,じゃむ
上海,しゃんはい
ジャンプ,じゃんぷ
シャンプー,しゃんぷー
ジャンベ,じゃんべ
自由,じゆう
収穫,しゅうかく
習慣,しゅうかん
宗教,しゅうきょう
シュークリーム,しゅーくりーむ
集合,しゅうごう
ジューサー,じゅーさー
住所,じゅうしょ
ジュース,じゅーす
修正液,しゅうせいえき
集団,しゅうだん
絨毯,じゅうたん
集中,しゅうちゅう
充電,じゅうでん
柔道,じゅうどう
収入,しゅうにゅう
周辺,しゅうへん
住民,じゅうみん
重量挙げ,じゅうりょうあげ
重力,じゅうりょく
塾,じゅく
宿題,しゅくだい
宿泊業,しゅくはくぎょう
シュシュ,しゅしゅ
手術,しゅじゅつ
主人,しゅじん
朱肉,しゅにく
ジュネーブ,じゅねーぶ
趣味,しゅみ
需要,じゅよう
種類,しゅるい
瞬間,しゅんかん
準備,じゅんび
賞,しょう
昇華,しょうか
紹介,しょうかい
障害,しょうがい
小学校,しょうがっこう
定規,じょうぎ
上下,じょうげ
常識,じょうしき
浄水場,じょうすいじょう
小数,しょうすう
小説,しょうせつ
状態,じょうたい
焼酎,しょうちゅう
商店街,しょうてんがい
蒸発,じょうはつ
消費,しょうひ
商品,しょうひん
情報,じょうほう
消防車,しょうぼうしゃ
消防署,しょうぼうしょ
賞味期限,しょうみきげん
証明,しょうめい
照明器具,しょうめいきぐ
条約,じょうやく
醤油,しょうゆ
勝利,しょうり
ジョージア,じょーじあ
ショートケーキ,しょーとけーき
ショートパンツ,しょーとぱんつ
ショール,しょーる
書記官,しょきかん
私欲,しよく
職員,しょくいん
職業,しょくぎょう
食事,しょくじ
食洗機,しょくせんき
食パン,しょくぱん
植物,しょくぶつ
除湿機,じょしつき
女性,じょせい
食器,しょっき
ショック,しょっく
書店,しょてん
処理,しょり
書類,しょるい
書類ケース,しょるいけーす
白魚,しらうお
白梅,しらうめ
白髪,しらが
白樺,しらかば
白木,しらき
白鷺,しらさぎ
しらす,しらす
知らせ,しらせ
白玉,しらたま
白浪,しらなみ
白羽,しらは
白帆,しらほ
虱,しらみ
尻,しり
シリア,しりあ
尻馬,しりうま
尻込み,しりごみ
市立,しりつ
尻取り,しりとり
尻拭い,しりぬぐい
尻抜け,しりぬけ
尻目,しりめ
尻餅,しりもち
磁力,じりょく
汁,しる
汁粉,しるこ
印,しるし
司令,しれい
試練,しれん
城,しろ
城跡,しろあと
白蟻,しろあり
白い,しろい
代掻き,しろかき
しろがね,しろがね
白熊,しろくま
白黒,しろくろ
白酒,しろざけ
シロップ,しろっぷ
白抜き,しろぬき
白旗,しろはた
白星,しろぼし
白身,しろみ
代物,しろもの
史論,しろん
史話,しわ
仕業,しわざ
師走,しわす
皺寄せ,しわよせ
信,しん
ジン,じん
真意,しんい
新大阪,しんおおさか
深化,しんか
深海,しんかい
侵害,しんがい
新顔,しんがお
神格,しんかく
進学,しんがく
新型,しんがた
新株,しんかぶ
シンガポール,しんがぽーる
しんがり,しんがり
真贋,しんがん
新幹線,しんかんせん
心機,しんき
審議,しんぎ
蜃気楼,しんきろう
心筋,しんきん
呻吟,しんぎん
寝具,しんぐ
進軍,しんぐん
神経,しんけい
進撃,しんげき
心血,しんけつ
新月,しんげつ
真剣,しんけん
進言,しんげん
人権,じんけん
新語,しんご
信号,しんごう
人工,じんこう
信号機,しんごうき
人工知能,じんこうちのう
申告,しんこく
新婚,しんこん
審査,しんさ
震災,しんさい
新作,しんさく
診察,しんさつ
辛酸,しんさん
新参,しんざん
神式,しんしき
寝室,しんしつ
真実,しんじつ
神社,じんじゃ
新宿,しんじゅく
心身,しんしん
心酔,しんすい
人生,じんせい
親戚,しんせき
シンセサイザー,しんせさいざー
新設,しんせつ
神前,しんぜん
親族,しんぞく
新卒,しんそつ
進退,しんたい
寝台,しんだい
信託,しんたく
診断,しんだん
新築,しんちく
新陳,しんちん
進呈,しんてい
進展,しんてん
寝殿,しんでん
信徒,しんと
深度,しんど
信任,しんにん
新年,しんねん
心配,しんぱい
ジンバブエ,じんばぶえ
シンバル,しんばる
新聞,しんぶん
甚平,じんべい
進歩,しんぽ
深夜,しんや
新約,しんやく
親友,しんゆう
森羅,しんら
信頼,しんらい
審理,しんり
人力車,じんりきしゃ
森林,しんりん
進塁,しんるい
神霊,しんれい
新暦,しんれき
進路,しんろ
親和,しんわ
素足,すあし
水,すい
水圧,すいあつ
推移,すいい
水域,すいいき
スイート,すいーと
水運,すいうん
水泳,すいえい
水温,すいおん
西瓜,すいか
水害,すいがい
吸い殻,すいがら
水銀,すいぎん
推計,すいけい
水源,すいげん
水彩,すいさい
推察,すいさつ
水産,すいさん
水質,すいしつ
水準,すいじゅん
推進,すいしん
スイス,すいす
推薦,すいせん
水素,すいそ
推測,すいそく
水族,すいぞく
水族館,すいぞくかん
衰退,すいたい
垂直,すいちょく
スイッチ,すいっち
推定,すいてい
水滴,すいてき
水田,すいでん
水筒,すいとう
水道,すいどう
水難,すいなん
水爆,すいばく
垂範,すいはん
炊飯器,すいはんき
水夫,すいふ
水分,すいぶん
水兵,すいへい
水墨,すいぼく
水没,すいぼつ
睡魔,すいま
睡眠,すいみん
水明,すいめい
水面,すいめん
吸い物,すいもの
水門,すいもん
水曜日,すいようび
水浴,すいよく
推理,すいり
睡蓮,すいれん
水路,すいろ
推論,すいろん
数学,すうがく
数字,すうじ
数式,すうしき
スーダン,すーだん
スーツ,すーつ
スーツケース,すーつけーす
スープ,すーぷ
数列,すうれつ
末,すえ
末娘,すえむすめ
スカート,すかーと
スカーフ,すかーふ
素顔,すがお
姿,すがた
鋤,すき
杉,すぎ
スキー,すきー
スキー板,すきーいた
スキー場,すきーじょう
杉菜,すぎな
隙間,すきま
数寄屋,すきや
鋤焼き,すきやき
スキャナー,すきゃなー
救い主,すくいぬし
スクーター,すくーたー
スクリーン,すくりーん
スケート靴,すけーとぐつ
スケートボード,すけーとぼーど
菅笠,すげがさ
助太刀,すけだち
図工室,ずこうしつ
スコーン,すこーん
少し,すこし
巣篭り,すごもり
双六,すごろく
寿司,すし
鮨飯,すしめし
鮨屋,すしや
煤,すす
すすき,すすき
鈴木,すずき
煤払い,すすはらい
硯,すずり
裾,すそ
裾野,すその
スタート,すたーと
スタイル,すたいる
スタジアム,すたじあむ
簾,すだれ
スタンプ,すたんぷ
素手,すで
捨て石,すていし
捨て値,すてね
捨て場,すてば
捨て鉢,すてばち
捨て身,すてみ
ストーブ,すとーぶ
ストッキング,すとっきんぐ
ストックホルム,すとっくほるむ
ストライプ,すとらいぷ
ストレージ,すとれーじ
ストレス,すとれす
砂,すな
砂煙,すなけむり
砂時計,すなどけい
砂場,すなば
砂浜,すなはま
砂埃,すなぼこり
砂山,すなやま
スニーカー,すにーかー
臑,すね
スノーボード,すのーぼーど
簀子,すのこ
酢の物,すのもの
スパイク,すぱいく
スパイス,すぱいす
巣箱,すばこ
素肌,すはだ
スパムメール,すぱむめーる
昴,すばる
スピーカー,すぴーかー
スプーン,すぷーん
すべ,すべ
すべすべ,すべすべ
全て,すべて
滑り台,すべりだい
スポーツ,すぽーつ
ズボン,ずぼん
スマート,すまーと
スマートフォン,すまーとふぉん
住まい,すまい
スマホ,すまほ
墨,すみ
墨絵,すみえ
住みか,すみか
炭火,すみび
炭焼き,すみやき
相撲,すもう
素焼き,すやき
スラックス,すらっくす
すらりと,すらりと
すり,すり
擂り粉木,すりこぎ
スリッパ,すりっぱ
スリナム,すりなむ
摺り鉢,すりばち
摺り身,すりみ
刷り物,すりもの
スリランカ,すりらんか
鯣,するめ
スロバキア,すろばきあ
スロベニア,すろべにあ
寸劇,すんげき
寸志,すんし
